iso_code,country,current_population,updated_datetime
RUS,Russia,"145,912,220",2021-06-27 12:15:31.785193
MEX,Mexico,"130,249,526",2021-06-27 12:15:31.785193
JPN,Japan,"126,054,824",2021-06-27 12:15:31.785193
ETH,Ethiopia,"117,848,474",2021-06-27 12:15:31.785193
PHL,Philippines,"111,032,890",2021-06-27 12:15:31.785193
EGY,Egypt,"104,239,995",2021-06-27 12:15:31.785193
VNM,Vietnam,"98,160,947",2021-06-27 12:15:31.785193
COD,Dr Congo,"92,351,109",2021-06-27 12:15:31.785193
TUR,Turkey,"85,035,582",2021-06-27 12:15:31.785193
IRN,Iran,"85,019,073",2021-06-27 12:15:31.785193
DEU,Germany,"83,899,255",2021-06-27 12:15:31.785193
THA,Thailand,"69,949,412",2021-06-27 12:15:31.785193
GBR,United Kingdom,"68,203,976",2021-06-27 12:15:31.785193
FRA,France,"65,424,658",2021-06-27 12:15:31.785193
TZA,Tanzania,"61,481,584",2021-06-27 12:15:31.785193
ITA,Italy,"60,368,238",2021-06-27 12:15:31.785193
ZAF,South Africa,"60,034,991",2021-06-27 12:15:31.785193
KEN,Kenya,"54,974,075",2021-06-27 12:15:31.785193
MMR,Myanmar,"54,802,261",2021-06-27 12:15:31.785193
KOR,South Korea,"51,304,764",2021-06-27 12:15:31.785193
COL,Colombia,"51,261,985",2021-06-27 12:15:31.785193
UGA,Uganda,"47,110,272",2021-06-27 12:15:31.785193
ESP,Spain,"46,745,352",2021-06-27 12:15:31.785193
ARG,Argentina,"45,601,915",2021-06-27 12:15:31.785193
SDN,Sudan,"44,899,259",2021-06-27 12:15:31.785193
DZA,Algeria,"44,609,415",2021-06-27 12:15:31.785193
UKR,Ukraine,"43,469,324",2021-06-27 12:15:31.785193
IRQ,Iraq,"41,170,100",2021-06-27 12:15:31.785193
AFG,Afghanistan,"39,826,698",2021-06-27 12:15:31.785193
CAN,Canada,"38,064,773",2021-06-27 12:15:31.785193
POL,Poland,"37,797,532",2021-06-27 12:15:31.785193
MAR,Morocco,"37,340,671",2021-06-27 12:15:31.785193
SAU,Saudi Arabia,"35,335,526",2021-06-27 12:15:31.785193
UZB,Uzbekistan,"33,931,356",2021-06-27 12:15:31.785193
AGO,Angola,"33,923,369",2021-06-27 12:15:31.785193
PER,Peru,"33,355,733",2021-06-27 12:15:31.785193
MYS,Malaysia,"32,772,321",2021-06-27 12:15:31.785193
MOZ,Mozambique,"32,154,408",2021-06-27 12:15:31.785193
GHA,Ghana,"31,725,838",2021-06-27 12:15:31.785193
YEM,Yemen,"30,484,297",2021-06-27 12:15:31.785193
NPL,Nepal,"29,670,293",2021-06-27 12:15:31.785193
VEN,Venezuela,"28,702,721",2021-06-27 12:15:31.785193
MDG,Madagascar,"28,420,308",2021-06-27 12:15:31.785193
CMR,Cameroon,"27,217,786",2021-06-27 12:15:31.785193
CIV,Ivory Coast,"27,047,195",2021-06-27 12:15:31.785193
PRK,North Korea,"25,886,019",2021-06-27 12:15:31.785193
AUS,Australia,"25,785,434",2021-06-27 12:15:31.785193
NER,Niger,"25,121,961",2021-06-27 12:15:31.785193
TWN,Taiwan,"23,854,640",2021-06-27 12:15:31.785193
LKA,Sri Lanka,"21,496,504",2021-06-27 12:15:31.785193
BFA,Burkina Faso,"21,491,416",2021-06-27 12:15:31.785193
MLI,Mali,"20,849,960",2021-06-27 12:15:31.785193
MWI,Malawi,"19,642,736",2021-06-27 12:15:31.785193
CHL,Chile,"19,211,342",2021-06-27 12:15:31.785193
ROU,Romania,"19,128,835",2021-06-27 12:15:31.785193
KAZ,Kazakhstan,"18,992,886",2021-06-27 12:15:31.785193
ZMB,Zambia,"18,915,511",2021-06-27 12:15:31.785193
SYR,Syria,"18,269,704",2021-06-27 12:15:31.785193
GTM,Guatemala,"18,246,678",2021-06-27 12:15:31.785193
ECU,Ecuador,"17,886,123",2021-06-27 12:15:31.785193
SEN,Senegal,"17,191,988",2021-06-27 12:15:31.785193
NLD,Netherlands,"17,172,740",2021-06-27 12:15:31.785193
KHM,Cambodia,"16,944,275",2021-06-27 12:15:31.785193
TCD,Chad,"16,910,309",2021-06-27 12:15:31.785193
SOM,Somalia,"16,355,055",2021-06-27 12:15:31.785193
ZWE,Zimbabwe,"15,089,941",2021-06-27 12:15:31.785193
GIN,Guinea,"13,493,800",2021-06-27 12:15:31.785193
RWA,Rwanda,"13,273,442",2021-06-27 12:15:31.785193
BEN,Benin,"12,447,907",2021-06-27 12:15:31.785193
BDI,Burundi,"12,251,965",2021-06-27 12:15:31.785193
TUN,Tunisia,"11,934,674",2021-06-27 12:15:31.785193
BOL,Bolivia,"11,831,415",2021-06-27 12:15:31.785193
BEL,Belgium,"11,631,904",2021-06-27 12:15:31.785193
HTI,Haiti,"11,540,356",2021-06-27 12:15:31.785193
SSD,South Sudan,"11,379,564",2021-06-27 12:15:31.785193
CUB,Cuba,"11,317,585",2021-06-27 12:15:31.785193
DOM,Dominican Republic,"10,952,698",2021-06-27 12:15:31.785193
CZE,Czech Republic,"10,724,419",2021-06-27 12:15:31.785193
GRC,Greece,"10,371,232",2021-06-27 12:15:31.785193
JOR,Jordan,"10,268,149",2021-06-27 12:15:31.785193
AZE,Azerbaijan,"10,222,539",2021-06-27 12:15:31.785193
PRT,Portugal,"10,168,211",2021-06-27 12:15:31.785193
SWE,Sweden,"10,159,586",2021-06-27 12:15:31.785193
HND,Honduras,"10,061,484",2021-06-27 12:15:31.785193
ARE,United Arab Emirates,"9,990,112",2021-06-27 12:15:31.785193
TJK,Tajikistan,"9,747,624",2021-06-27 12:15:31.785193
HUN,Hungary,"9,634,422",2021-06-27 12:15:31.785193
BLR,Belarus,"9,442,928",2021-06-27 12:15:31.785193
PNG,Papua New Guinea,"9,117,370",2021-06-27 12:15:31.785193
AUT,Austria,"9,042,707",2021-06-27 12:15:31.785193
ISR,Israel,"8,788,497",2021-06-27 12:15:31.785193
CHE,Switzerland,"8,714,894",2021-06-27 12:15:31.785193
SRB,Serbia,"8,697,923",2021-06-27 12:15:31.785193
TGO,Togo,"8,476,338",2021-06-27 12:15:31.785193
SLE,Sierra Leone,"8,139,776",2021-06-27 12:15:31.785193
HKG,Hong Kong,"7,552,276",2021-06-27 12:15:31.785193
LAO,Laos,"7,378,378",2021-06-27 12:15:31.785193
PRY,Paraguay,"7,218,811",2021-06-27 12:15:31.785193
LBY,Libya,"6,957,733",2021-06-27 12:15:31.785193
BGR,Bulgaria,"6,897,155",2021-06-27 12:15:31.785193
LBN,Lebanon,"6,769,411",2021-06-27 12:15:31.785193
NIC,Nicaragua,"6,701,638",2021-06-27 12:15:31.785193
KGZ,Kyrgyzstan,"6,627,369",2021-06-27 12:15:31.785193
SLV,El Salvador,"6,518,195",2021-06-27 12:15:31.785193
TKM,Turkmenistan,"6,117,101",2021-06-27 12:15:31.785193
SGP,Singapore,"5,896,225",2021-06-27 12:15:31.785193
DNK,Denmark,"5,813,096",2021-06-27 12:15:31.785193
COG,Republic Of The Congo,"5,655,687",2021-06-27 12:15:31.785193
FIN,Finland,"5,548,283",2021-06-27 12:15:31.785193
NOR,Norway,"5,465,194",2021-06-27 12:15:31.785193
SVK,Slovakia,"5,460,718",2021-06-27 12:15:31.785193
OMN,Oman,"5,222,199",2021-06-27 12:15:31.785193
PSE,Palestine,"5,221,604",2021-06-27 12:15:31.785193
LBR,Liberia,"5,179,027",2021-06-27 12:15:31.785193
CRI,Costa Rica,"5,138,626",2021-06-27 12:15:31.785193
IRL,Ireland,"4,982,492",2021-06-27 12:15:31.785193
CAF,Central African Republic,"4,919,140",2021-06-27 12:15:31.785193
NZL,New Zealand,"4,860,270",2021-06-27 12:15:31.785193
MRT,Mauritania,"4,773,926",2021-06-27 12:15:31.785193
PAN,Panama,"4,380,947",2021-06-27 12:15:31.785193
KWT,Kuwait,"4,327,932",2021-06-27 12:15:31.785193
HRV,Croatia,"4,081,878",2021-06-27 12:15:31.785193
MDA,Moldova,"4,024,117",2021-06-27 12:15:31.785193
GEO,Georgia,"3,979,859",2021-06-27 12:15:31.785193
ERI,Eritrea,"3,600,944",2021-06-27 12:15:31.785193
URY,Uruguay,"3,485,043",2021-06-27 12:15:31.785193
MNG,Mongolia,"3,328,804",2021-06-27 12:15:31.785193
BIH,Bosnia And Herzegovina,"3,263,658",2021-06-27 12:15:31.785193
JAM,Jamaica,"2,973,348",2021-06-27 12:15:31.785193
ARM,Armenia,"2,968,082",2021-06-27 12:15:31.785193
QAT,Qatar,"2,930,012",2021-06-27 12:15:31.785193
ALB,Albania,"2,872,985",2021-06-27 12:15:31.785193
PRI,Puerto Rico,"2,828,600",2021-06-27 12:15:31.785193
LTU,Lithuania,"2,690,173",2021-06-27 12:15:31.785193
NAM,Namibia,"2,586,904",2021-06-27 12:15:31.785193
GMB,Gambia,"2,486,275",2021-06-27 12:15:31.785193
BWA,Botswana,"2,396,815",2021-06-27 12:15:31.785193
GAB,Gabon,"2,278,312",2021-06-27 12:15:31.785193
LSO,Lesotho,"2,158,915",2021-06-27 12:15:31.785193
MKD,North Macedonia,"2,082,668",2021-06-27 12:15:31.785193
SVN,Slovenia,"2,078,724",2021-06-27 12:15:31.785193
GNB,Guinea Bissau,"2,015,040",2021-06-27 12:15:31.785193
LVA,Latvia,"1,867,123",2021-06-27 12:15:31.785193
BHR,Bahrain,"1,747,856",2021-06-27 12:15:31.785193
GNQ,Equatorial Guinea,"1,449,449",2021-06-27 12:15:31.785193
TTO,Trinidad And Tobago,"1,403,337",2021-06-27 12:15:31.785193
TLS,Timor Leste,"1,343,632",2021-06-27 12:15:31.785193
EST,Estonia,"1,325,199",2021-06-27 12:15:31.785193
MUS,Mauritius,"1,273,419",2021-06-27 12:15:31.785193
CYP,Cyprus,"1,215,504",2021-06-27 12:15:31.785193
DJI,Djibouti,"1,002,054",2021-06-27 12:15:31.785193
FJI,Fiji,"902,847",2021-06-27 12:15:31.785193
RU,Reunion,"901,627",2021-06-27 12:15:31.785193
COM,Comoros,"888,270",2021-06-27 12:15:31.785193
GUY,Guyana,"790,291",2021-06-27 12:15:31.785193
BTN,Bhutan,"779,818",2021-06-27 12:15:31.785193
SLB,Solomon Islands,"703,832",2021-06-27 12:15:31.785193
MAC,Macau,"658,303",2021-06-27 12:15:31.785193
LUX,Luxembourg,"634,727",2021-06-27 12:15:31.785193
MNE,Montenegro,"628,053",2021-06-27 12:15:31.785193
ESH,Western Sahara,"611,739",2021-06-27 12:15:31.785193
SUR,Suriname,"591,751",2021-06-27 12:15:31.785193
CPV,Cape Verde,"561,842",2021-06-27 12:15:31.785193
MDV,Maldives,"543,575",2021-06-27 12:15:31.785193
MLT,Malta,"442,770",2021-06-27 12:15:31.785193
BRN,Brunei,"441,494",2021-06-27 12:15:31.785193
BLZ,Belize,"404,844",2021-06-27 12:15:31.785193
BHS,Bahamas,"396,878",2021-06-27 12:15:31.785193
MTQ,Martinique,"374,752",2021-06-27 12:15:31.785193
ISL,Iceland,"343,332",2021-06-27 12:15:31.785193
VUT,Vanuatu,"314,394",2021-06-27 12:15:31.785193
NCL,New Caledonia,"288,194",2021-06-27 12:15:31.785193
BRB,Barbados,"287,708",2021-06-27 12:15:31.785193
PYF,French Polynesia,"282,516",2021-06-27 12:15:31.785193
MYT,Mayotte,"279,452",2021-06-27 12:15:31.785193
STP,Sao Tome And Principe,"223,326",2021-06-27 12:15:31.785193
WSM,Samoa,"200,135",2021-06-27 12:15:31.785193
LCA,Saint Lucia,"184,393",2021-06-27 12:15:31.785193
GUM,Guam,"170,165",2021-06-27 12:15:31.785193
CUW,Curacao,"164,791",2021-06-27 12:15:31.785193
KIR,Kiribati,"121,375",2021-06-27 12:15:31.785193
FSM,Micronesia,"116,244",2021-06-27 12:15:31.785193
GRD,Grenada,"113,018",2021-06-27 12:15:31.785193
VCT,Saint Vincent And The Grenadines,"111,263",2021-06-27 12:15:31.785193
ABW,Aruba,"107,204",2021-06-27 12:15:31.785193
TON,Tonga,"106,750",2021-06-27 12:15:31.785193
VIR,United States Virgin Islands,"104,229",2021-06-27 12:15:31.785193
SYC,Seychelles,"98,905",2021-06-27 12:15:31.785193
ATG,Antigua And Barbuda,"98,724",2021-06-27 12:15:31.785193
IMN,Isle Of Man,"85,410",2021-06-27 12:15:31.785193
AND,Andorra,"77,355",2021-06-27 12:15:31.785193
DMA,Dominica,"72,167",2021-06-27 12:15:31.785193
CYM,Cayman Islands,"66,497",2021-06-27 12:15:31.785193
BMU,Bermuda,"62,090",2021-06-27 12:15:31.785193
MHL,Marshall Islands,"59,610",2021-06-27 12:15:31.785193
MNP,Northern Mariana Islands,"57,917",2021-06-27 12:15:31.785193
GRL,Greenland,"56,877",2021-06-27 12:15:31.785193
ASM,American Samoa,"55,100",2021-06-27 12:15:31.785193
KNA,Saint Kitts And Nevis,"53,544",2021-06-27 12:15:31.785193
FRO,Faroe Islands,"49,049",2021-06-27 12:15:31.785193
MAF,Sint Maarten,"43,412",2021-06-27 12:15:31.785193
MCO,Monaco,"39,511",2021-06-27 12:15:31.785193
MAF,Saint Martin,"39,234",2021-06-27 12:15:31.785193
TCA,Turks And Caicos Islands,"39,231",2021-06-27 12:15:31.785193
LIE,Liechtenstein,"38,250",2021-06-27 12:15:31.785193
SMR,San Marino,"34,017",2021-06-27 12:15:31.785193
GIB,Gibraltar,"33,698",2021-06-27 12:15:31.785193
PLW,Palau,"18,169",2021-06-27 12:15:31.785193
COK,Cook Islands,"17,565",2021-06-27 12:15:31.785193
AIA,Anguilla,"15,117",2021-06-27 12:15:31.785193
TUV,Tuvalu,"11,931",2021-06-27 12:15:31.785193
WLF,Wallis And Futuna,"11,094",2021-06-27 12:15:31.785193
NRU,Nauru,"10,876",2021-06-27 12:15:31.785193
BL,Saint Barthelemy,"9,907",2021-06-27 12:15:31.785193
SPM,Saint Pierre And Miquelon,"5,766",2021-06-27 12:15:31.785193
MSR,Montserrat,"4,977",2021-06-27 12:15:31.785193
FLK,Falkland Islands,"3,533",2021-06-27 12:15:31.785193
NIU,Niue,"1,619",2021-06-27 12:15:31.785193
TKL,Tokelau,"1,373",2021-06-27 12:15:31.785193
VAT,Vatican City,800,2021-06-27 12:15:31.785193
CHN,China,"1,444,183,204",2021-06-28 12:16:02.079123
IND,India,"1,393,317,791",2021-06-28 12:16:02.079123
USA,United States,"332,901,870",2021-06-28 12:16:02.079123
IDN,Indonesia,"276,342,434",2021-06-28 12:16:02.079123
PAK,Pakistan,"225,170,780",2021-06-28 12:16:02.079123
BRA,Brazil,"213,983,743",2021-06-28 12:16:02.079123
NGA,Nigeria,"211,364,828",2021-06-28 12:16:02.079123
BGD,Bangladesh,"166,292,597",2021-06-28 12:16:02.079123
RUS,Russia,"145,912,164",2021-06-28 12:16:02.079123
MEX,Mexico,"130,253,164",2021-06-28 12:16:02.079123
JPN,Japan,"126,053,671",2021-06-28 12:16:02.079123
ETH,Ethiopia,"117,856,430",2021-06-28 12:16:02.079123
PHL,Philippines,"111,036,910",2021-06-28 12:16:02.079123
EGY,Egypt,"104,245,250",2021-06-28 12:16:02.079123
VNM,Vietnam,"98,163,208",2021-06-28 12:16:02.079123
COD,Dr Congo,"92,358,816",2021-06-28 12:16:02.079123
TUR,Turkey,"85,037,633",2021-06-28 12:16:02.079123
IRN,Iran,"85,021,850",2021-06-28 12:16:02.079123
DEU,Germany,"83,899,604",2021-06-28 12:16:02.079123
THA,Thailand,"69,949,825",2021-06-28 12:16:02.079123
GBR,United Kingdom,"68,204,876",2021-06-28 12:16:02.079123
FRA,France,"65,425,094",2021-06-28 12:16:02.079123
TZA,Tanzania,"61,486,416",2021-06-28 12:16:02.079123
ITA,Italy,"60,368,020",2021-06-28 12:16:02.079123
ZAF,South Africa,"60,036,999",2021-06-28 12:16:02.079123
KEN,Kenya,"54,977,408",2021-06-28 12:16:02.079123
MMR,Myanmar,"54,803,336",2021-06-28 12:16:02.079123
KOR,South Korea,"51,304,885",2021-06-28 12:16:02.079123
COL,Colombia,"51,263,091",2021-06-28 12:16:02.079123
UGA,Uganda,"47,114,073",2021-06-28 12:16:02.079123
ESP,Spain,"46,745,313",2021-06-28 12:16:02.079123
ARG,Argentina,"45,603,036",2021-06-28 12:16:02.079123
SDN,Sudan,"44,902,153",2021-06-28 12:16:02.079123
DZA,Algeria,"44,611,482",2021-06-28 12:16:02.079123
UKR,Ukraine,"43,468,606",2021-06-28 12:16:02.079123
IRQ,Iraq,"41,172,752",2021-06-28 12:16:02.079123
AFG,Afghanistan,"39,829,201",2021-06-28 12:16:02.079123
CAN,Canada,"38,065,670",2021-06-28 12:16:02.079123
POL,Poland,"37,797,381",2021-06-28 12:16:02.079123
MAR,Morocco,"37,341,853",2021-06-28 12:16:02.079123
SAU,Saudi Arabia,"35,337,004",2021-06-28 12:16:02.079123
UZB,Uzbekistan,"33,932,620",2021-06-28 12:16:02.079123
AGO,Angola,"33,926,305",2021-06-28 12:16:02.079123
PER,Peru,"33,356,790",2021-06-28 12:16:02.079123
MYS,Malaysia,"32,773,431",2021-06-28 12:16:02.079123
MOZ,Mozambique,"32,156,885",2021-06-28 12:16:02.079123
GHA,Ghana,"31,727,642",2021-06-28 12:16:02.079123
YEM,Yemen,"30,486,115",2021-06-28 12:16:02.079123
NPL,Nepal,"29,671,620",2021-06-28 12:16:02.079123
VEN,Venezuela,"28,703,361",2021-06-28 12:16:02.079123
MDG,Madagascar,"28,422,320",2021-06-28 12:16:02.079123
CMR,Cameroon,"27,219,643",2021-06-28 12:16:02.079123
CIV,Ivory Coast,"27,049,040",2021-06-28 12:16:02.079123
PRK,North Korea,"25,886,312",2021-06-28 12:16:02.079123
AUS,Australia,"25,786,231",2021-06-28 12:16:02.079123
NER,Niger,"25,124,500",2021-06-28 12:16:02.079123
TWN,Taiwan,"23,854,746",2021-06-28 12:16:02.079123
LKA,Sri Lanka,"21,496,735",2021-06-28 12:16:02.079123
BFA,Burkina Faso,"21,493,044",2021-06-28 12:16:02.079123
MLI,Mali,"20,851,616",2021-06-28 12:16:02.079123
MWI,Malawi,"19,644,155",2021-06-28 12:16:02.079123
CHL,Chile,"19,211,634",2021-06-28 12:16:02.079123
ROU,Romania,"19,128,531",2021-06-28 12:16:02.079123
KAZ,Kazakhstan,"18,993,481",2021-06-28 12:16:02.079123
ZMB,Zambia,"18,916,985",2021-06-28 12:16:02.079123
SYR,Syria,"18,271,424",2021-06-28 12:16:02.079123
GTM,Guatemala,"18,247,590",2021-06-28 12:16:02.079123
ECU,Ecuador,"17,886,797",2021-06-28 12:16:02.079123
SEN,Senegal,"17,193,225",2021-06-28 12:16:02.079123
NLD,Netherlands,"17,172,843",2021-06-28 12:16:02.079123
KHM,Cambodia,"16,944,895",2021-06-28 12:16:02.079123
TCD,Chad,"16,911,650",2021-06-28 12:16:02.079123
SOM,Somalia,"16,356,331",2021-06-28 12:16:02.079123
ZWE,Zimbabwe,"15,090,581",2021-06-28 12:16:02.079123
GIN,Guinea,"13,494,787",2021-06-28 12:16:02.079123
RWA,Rwanda,"13,274,323",2021-06-28 12:16:02.079123
BEN,Benin,"12,448,805",2021-06-28 12:16:02.079123
BDI,Burundi,"12,252,959",2021-06-28 12:16:02.079123
TUN,Tunisia,"11,934,987",2021-06-28 12:16:02.079123
BOL,Bolivia,"11,831,852",2021-06-28 12:16:02.079123
BEL,Belgium,"11,632,025",2021-06-28 12:16:02.079123
HTI,Haiti,"11,540,737",2021-06-28 12:16:02.079123
SSD,South Sudan,"11,380,084",2021-06-28 12:16:02.079123
CUB,Cuba,"11,317,562",2021-06-28 12:16:02.079123
DOM,Dominican Republic,"10,952,986",2021-06-28 12:16:02.079123
CZE,Czech Republic,"10,724,458",2021-06-28 12:16:02.079123
GRC,Greece,"10,371,092",2021-06-28 12:16:02.079123
JOR,Jordan,"10,268,399",2021-06-28 12:16:02.079123
AZE,Azerbaijan,"10,222,770",2021-06-28 12:16:02.079123
PRT,Portugal,"10,168,129",2021-06-28 12:16:02.079123
SWE,Sweden,"10,159,753",2021-06-28 12:16:02.079123
HND,Honduras,"10,061,916",2021-06-28 12:16:02.079123
ARE,United Arab Emirates,"9,990,392",2021-06-28 12:16:02.079123
TJK,Tajikistan,"9,748,198",2021-06-28 12:16:02.079123
HUN,Hungary,"9,634,348",2021-06-28 12:16:02.079123
BLR,Belarus,"9,442,909",2021-06-28 12:16:02.079123
PNG,Papua New Guinea,"9,117,840",2021-06-28 12:16:02.079123
AUT,Austria,"9,042,811",2021-06-28 12:16:02.079123
ISR,Israel,"8,788,863",2021-06-28 12:16:02.079123
CHE,Switzerland,"8,715,066",2021-06-28 12:16:02.079123
SRB,Serbia,"8,697,816",2021-06-28 12:16:02.079123
TGO,Togo,"8,476,886",2021-06-28 12:16:02.079123
SLE,Sierra Leone,"8,140,225",2021-06-28 12:16:02.079123
HKG,Hong Kong,"7,552,429",2021-06-28 12:16:02.079123
LAO,Laos,"7,378,659",2021-06-28 12:16:02.079123
PRY,Paraguay,"7,219,048",2021-06-28 12:16:02.079123
LBY,Libya,"6,957,962",2021-06-28 12:16:02.079123
BGR,Bulgaria,"6,897,014",2021-06-28 12:16:02.079123
LBN,Lebanon,"6,769,335",2021-06-28 12:16:02.079123
NIC,Nicaragua,"6,701,852",2021-06-28 12:16:02.079123
KGZ,Kyrgyzstan,"6,627,652",2021-06-28 12:16:02.079123
SLV,El Salvador,"6,518,282",2021-06-28 12:16:02.079123
TKM,Turkmenistan,"6,117,337",2021-06-28 12:16:02.079123
SGP,Singapore,"5,896,357",2021-06-28 12:16:02.079123
DNK,Denmark,"5,813,154",2021-06-28 12:16:02.079123
COG,Republic Of The Congo,"5,656,067",2021-06-28 12:16:02.079123
FIN,Finland,"5,548,305",2021-06-28 12:16:02.079123
NOR,Norway,"5,465,319",2021-06-28 12:16:02.079123
SVK,Slovakia,"5,460,719",2021-06-28 12:16:02.079123
OMN,Oman,"5,222,536",2021-06-28 12:16:02.079123
PSE,Palestine,"5,221,932",2021-06-28 12:16:02.079123
LBR,Liberia,"5,179,364",2021-06-28 12:16:02.079123
CRI,Costa Rica,"5,138,748",2021-06-28 12:16:02.079123
IRL,Ireland,"4,982,611",2021-06-28 12:16:02.079123
CAF,Central African Republic,"4,919,381",2021-06-28 12:16:02.079123
NZL,New Zealand,"4,860,377",2021-06-28 12:16:02.079123
MRT,Mauritania,"4,774,268",2021-06-28 12:16:02.079123
PAN,Panama,"4,381,129",2021-06-28 12:16:02.079123
KWT,Kuwait,"4,328,109",2021-06-28 12:16:02.079123
HRV,Croatia,"4,081,813",2021-06-28 12:16:02.079123
MDA,Moldova,"4,024,089",2021-06-28 12:16:02.079123
GEO,Georgia,"3,979,832",2021-06-28 12:16:02.079123
ERI,Eritrea,"3,601,094",2021-06-28 12:16:02.079123
URY,Uruguay,"3,485,074",2021-06-28 12:16:02.079123
MNG,Mongolia,"3,328,943",2021-06-28 12:16:02.079123
BIH,Bosnia And Herzegovina,"3,263,603",2021-06-28 12:16:02.079123
JAM,Jamaica,"2,973,381",2021-06-28 12:16:02.079123
ARM,Armenia,"2,968,095",2021-06-28 12:16:02.079123
QAT,Qatar,"2,930,160",2021-06-28 12:16:02.079123
ALB,Albania,"2,872,970",2021-06-28 12:16:02.079123
PRI,Puerto Rico,"2,828,501",2021-06-28 12:16:02.079123
LTU,Lithuania,"2,690,084",2021-06-28 12:16:02.079123
NAM,Namibia,"2,587,030",2021-06-28 12:16:02.079123
GMB,Gambia,"2,486,467",2021-06-28 12:16:02.079123
BWA,Botswana,"2,396,937",2021-06-28 12:16:02.079123
GAB,Gabon,"2,278,459",2021-06-28 12:16:02.079123
LSO,Lesotho,"2,158,962",2021-06-28 12:16:02.079123
MKD,North Macedonia,"2,082,665",2021-06-28 12:16:02.079123
SVN,Slovenia,"2,078,724",2021-06-28 12:16:02.079123
GNB,Guinea Bissau,"2,015,170",2021-06-28 12:16:02.079123
LVA,Latvia,"1,867,071",2021-06-28 12:16:02.079123
BHR,Bahrain,"1,747,982",2021-06-28 12:16:02.079123
GNQ,Equatorial Guinea,"1,449,577",2021-06-28 12:16:02.079123
TTO,Trinidad And Tobago,"1,403,348",2021-06-28 12:16:02.079123
TLS,Timor Leste,"1,343,701",2021-06-28 12:16:02.079123
EST,Estonia,"1,325,195",2021-06-28 12:16:02.079123
MUS,Mauritius,"1,273,423",2021-06-28 12:16:02.079123
CYP,Cyprus,"1,215,527",2021-06-28 12:16:02.079123
DJI,Djibouti,"1,002,092",2021-06-28 12:16:02.079123
FJI,Fiji,"902,864",2021-06-28 12:16:02.079123
RU,Reunion,"901,644",2021-06-28 12:16:02.079123
COM,Comoros,"888,322",2021-06-28 12:16:02.079123
GUY,Guyana,"790,301",2021-06-28 12:16:02.079123
BTN,Bhutan,"779,841",2021-06-28 12:16:02.079123
SLB,Solomon Islands,"703,879",2021-06-28 12:16:02.079123
MAC,Macau,"658,329",2021-06-28 12:16:02.079123
LUX,Luxembourg,"634,752",2021-06-28 12:16:02.079123
MNE,Montenegro,"628,053",2021-06-28 12:16:02.079123
ESH,Western Sahara,"611,778",2021-06-28 12:16:02.079123
SUR,Suriname,"591,765",2021-06-28 12:16:02.079123
CPV,Cape Verde,"561,858",2021-06-28 12:16:02.079123
MDV,Maldives,"543,587",2021-06-28 12:16:02.079123
MLT,Malta,"442,774",2021-06-28 12:16:02.079123
BRN,Brunei,"441,505",2021-06-28 12:16:02.079123
BLZ,Belize,"404,864",2021-06-28 12:16:02.079123
BHS,Bahamas,"396,888",2021-06-28 12:16:02.079123
MTQ,Martinique,"374,750",2021-06-28 12:16:02.079123
ISL,Iceland,"343,338",2021-06-28 12:16:02.079123
VUT,Vanuatu,"314,414",2021-06-28 12:16:02.079123
NCL,New Caledonia,"288,201",2021-06-28 12:16:02.079123
BRB,Barbados,"287,709",2021-06-28 12:16:02.079123
PYF,French Polynesia,"282,520",2021-06-28 12:16:02.079123
MYT,Mayotte,"279,470",2021-06-28 12:16:02.079123
STP,Sao Tome And Principe,"223,338",2021-06-28 12:16:02.079123
WSM,Samoa,"200,139",2021-06-28 12:16:02.079123
LCA,Saint Lucia,"184,395",2021-06-28 12:16:02.079123
GUM,Guam,"170,169",2021-06-28 12:16:02.079123
CUW,Curacao,"164,793",2021-06-28 12:16:02.079123
KIR,Kiribati,"121,380",2021-06-28 12:16:02.079123
FSM,Micronesia,"116,247",2021-06-28 12:16:02.079123
GRD,Grenada,"113,019",2021-06-28 12:16:02.079123
VCT,Saint Vincent And The Grenadines,"111,263",2021-06-28 12:16:02.079123
ABW,Aruba,"107,204",2021-06-28 12:16:02.079123
TON,Tonga,"106,753",2021-06-28 12:16:02.079123
VIR,United States Virgin Islands,"104,228",2021-06-28 12:16:02.079123
SYC,Seychelles,"98,906",2021-06-28 12:16:02.079123
ATG,Antigua And Barbuda,"98,726",2021-06-28 12:16:02.079123
IMN,Isle Of Man,"85,410",2021-06-28 12:16:02.079123
AND,Andorra,"77,355",2021-06-28 12:16:02.079123
DMA,Dominica,"72,167",2021-06-28 12:16:02.079123
CYM,Cayman Islands,"66,497",2021-06-28 12:16:02.079123
BMU,Bermuda,"62,090",2021-06-28 12:16:02.079123
MHL,Marshall Islands,"59,610",2021-06-28 12:16:02.079123
MNP,Northern Mariana Islands,"57,917",2021-06-28 12:16:02.079123
GRL,Greenland,"56,877",2021-06-28 12:16:02.079123
ASM,American Samoa,"55,100",2021-06-28 12:16:02.079123
KNA,Saint Kitts And Nevis,"53,544",2021-06-28 12:16:02.079123
FRO,Faroe Islands,"49,049",2021-06-28 12:16:02.079123
MAF,Sint Maarten,"43,412",2021-06-28 12:16:02.079123
MCO,Monaco,"39,511",2021-06-28 12:16:02.079123
MAF,Saint Martin,"39,234",2021-06-28 12:16:02.079123
